0.00000000000000e+00,3.00000000000000e+00
1.00000000000000e+00,3.70000000000000e+00
2.00000000000000e+00,4.40000000000000e+00
3.00000000000000e+00,5.10000000000000e+00
4.00000000000000e+00,5.80000000000000e+00
5.00000000000000e+00,6.50000000000000e+00
6.00000000000000e+00,7.20000000000000e+00
7.00000000000000e+00,7.90000000000000e+00
8.00000000000000e+00,8.60000000000000e+00
9.00000000000000e+00,9.30000000000000e+00
1.00000000000000e+01,1.00000000000000e+01
1.10000000000000e+01,1.07000000000000e+01
1.20000000000000e+01,1.14000000000000e+01
1.30000000000000e+01,1.21000000000000e+01
1.40000000000000e+01,1.28000000000000e+01
1.50000000000000e+01,1.35000000000000e+01
1.60000000000000e+01,1.42000000000000e+01
1.70000000000000e+01,1.49000000000000e+01
1.80000000000000e+01,1.56000000000000e+01
1.90000000000000e+01,1.63000000000000e+01
2.00000000000000e+01,1.70000000000000e+01
2.10000000000000e+01,1.77000000000000e+01
2.20000000000000e+01,1.84000000000000e+01
2.30000000000000e+01,1.91000000000000e+01
2.40000000000000e+01,1.98000000000000e+01
2.50000000000000e+01,2.05000000000000e+01
2.60000000000000e+01,2.12000000000000e+01
2.70000000000000e+01,2.19000000000000e+01
2.80000000000000e+01,2.26000000000000e+01
2.90000000000000e+01,2.33000000000000e+01
3.00000000000000e+01,2.40000000000000e+01
3.10000000000000e+01,2.47000000000000e+01
3.20000000000000e+01,2.54000000000000e+01
3.30000000000000e+01,2.61000000000000e+01
3.40000000000000e+01,2.68000000000000e+01
3.50000000000000e+01,2.75000000000000e+01
3.60000000000000e+01,2.82000000000000e+01
3.70000000000000e+01,2.89000000000000e+01
3.80000000000000e+01,2.96000000000000e+01
3.90000000000000e+01,3.03000000000000e+01
4.00000000000000e+01,3.10000000000000e+01
4.10000000000000e+01,3.17000000000000e+01
4.20000000000000e+01,3.24000000000000e+01
4.30000000000000e+01,3.31000000000000e+01
4.40000000000000e+01,3.38000000000000e+01
4.50000000000000e+01,3.45000000000000e+01
4.60000000000000e+01,3.52000000000000e+01
4.70000000000000e+01,3.59000000000000e+01
4.80000000000000e+01,3.66000000000000e+01
4.90000000000000e+01,3.73000000000000e+01
5.00000000000000e+01,3.80000000000000e+01
5.10000000000000e+01,3.87000000000000e+01
5.20000000000000e+01,3.94000000000000e+01
5.30000000000000e+01,4.01000000000000e+01
5.40000000000000e+01,4.08000000000000e+01
5.50000000000000e+01,4.15000000000000e+01
5.60000000000000e+01,4.22000000000000e+01
5.70000000000000e+01,4.29000000000000e+01
5.80000000000000e+01,4.36000000000000e+01
5.90000000000000e+01,4.43000000000000e+01
6.00000000000000e+01,4.50000000000000e+01
6.10000000000000e+01,4.57000000000000e+01
6.20000000000000e+01,4.64000000000000e+01
6.30000000000000e+01,4.71000000000000e+01
6.40000000000000e+01,4.78000000000000e+01
6.50000000000000e+01,4.85000000000000e+01
6.60000000000000e+01,4.92000000000000e+01
6.70000000000000e+01,4.99000000000000e+01
6.80000000000000e+01,5.06000000000000e+01
6.90000000000000e+01,5.13000000000000e+01
7.00000000000000e+01,5.20000000000000e+01
7.10000000000000e+01,5.27000000000000e+01
7.20000000000000e+01,5.34000000000000e+01
7.30000000000000e+01,5.41000000000000e+01
7.40000000000000e+01,5.48000000000000e+01
7.50000000000000e+01,5.55000000000000e+01
7.60000000000000e+01,5.62000000000000e+01
7.70000000000000e+01,5.69000000000000e+01
7.80000000000000e+01,5.76000000000000e+01
7.90000000000000e+01,5.83000000000000e+01
8.00000000000000e+01,5.90000000000000e+01
8.10000000000000e+01,5.97000000000000e+01
8.20000000000000e+01,6.04000000000000e+01
8.30000000000000e+01,6.11000000000000e+01
8.40000000000000e+01,6.18000000000000e+01
8.50000000000000e+01,6.25000000000000e+01
8.60000000000000e+01,6.32000000000000e+01
8.70000000000000e+01,6.39000000000000e+01
8.80000000000000e+01,6.46000000000000e+01
8.90000000000000e+01,6.53000000000000e+01
9.00000000000000e+01,6.60000000000000e+01
9.10000000000000e+01,6.67000000000000e+01
9.20000000000000e+01,6.74000000000000e+01
9.30000000000000e+01,6.81000000000000e+01
9.40000000000000e+01,6.88000000000000e+01
9.50000000000000e+01,6.95000000000000e+01
9.60000000000000e+01,7.02000000000000e+01
9.70000000000000e+01,7.09000000000000e+01
9.80000000000000e+01,7.16000000000000e+01
9.90000000000000e+01,7.23000000000000e+01
1.00000000000000e+02,7.30000000000000e+01
1.01000000000000e+02,7.37000000000000e+01
1.02000000000000e+02,7.44000000000000e+01
1.03000000000000e+02,7.51000000000000e+01
1.04000000000000e+02,7.58000000000000e+01
1.05000000000000e+02,7.65000000000000e+01
1.06000000000000e+02,7.72000000000000e+01
1.07000000000000e+02,7.79000000000000e+01
1.08000000000000e+02,7.86000000000000e+01
1.09000000000000e+02,7.93000000000000e+01
1.10000000000000e+02,8.00000000000000e+01
1.11000000000000e+02,8.07000000000000e+01
1.12000000000000e+02,8.14000000000000e+01
1.13000000000000e+02,8.21000000000000e+01
1.14000000000000e+02,8.28000000000000e+01
1.15000000000000e+02,8.35000000000000e+01
1.16000000000000e+02,8.42000000000000e+01
1.17000000000000e+02,8.49000000000000e+01
1.18000000000000e+02,8.56000000000000e+01
1.19000000000000e+02,8.63000000000000e+01
1.20000000000000e+02,8.70000000000000e+01
1.21000000000000e+02,8.77000000000000e+01
1.22000000000000e+02,8.84000000000000e+01
1.23000000000000e+02,8.91000000000000e+01
1.24000000000000e+02,8.98000000000000e+01
1.25000000000000e+02,9.05000000000000e+01
1.26000000000000e+02,9.12000000000000e+01
1.27000000000000e+02,9.19000000000000e+01
1.28000000000000e+02,9.26000000000000e+01
1.29000000000000e+02,9.33000000000000e+01
1.30000000000000e+02,9.40000000000000e+01
1.31000000000000e+02,9.47000000000000e+01
1.32000000000000e+02,9.54000000000000e+01
1.33000000000000e+02,9.61000000000000e+01
1.34000000000000e+02,9.68000000000000e+01
1.35000000000000e+02,9.75000000000000e+01
1.36000000000000e+02,9.82000000000000e+01
1.37000000000000e+02,9.89000000000000e+01
1.38000000000000e+02,9.96000000000000e+01
1.39000000000000e+02,1.00300000000000e+02
1.40000000000000e+02,1.01000000000000e+02
1.41000000000000e+02,1.01700000000000e+02
1.42000000000000e+02,1.02400000000000e+02
